index,study_id,id,author,year,group,group_id,group_desc,url,country,region,city,time_MAX,time_50,time_MIN,detailed_time,exp_dur,fu_dur,age_base,age_SD,days_ps,days_cat,yrs_ps,stroke_type,nihss_base,mmse_base,mMmse_base,fim_base,brunstrom_base,frenchay_base,fac_base,barthel_base,mBarthel_base,motricity_base,BBS_base,BBT_base,gcs_base,MAS_base,sis_base,rivermead_base,ashworth_base,mAshworth_base,rankin_base,bdi_base,cesd_base,ops_base,terminal_dropout,outcome_name,outcome_extremity,ue_subscale,le_subscale,SCOAR_outcome,p_outcome_stated,itt_analysis,base_n,base_m,base_sd,difference_score,term_n,term_m,term_sd,diff_base,diff_term,fu_n,fu_m,fu_sd,est_corr,term_diff,term_s_diff,fu_diff,fu_s_diff,term_d,fu_d,j_corr_factor,term_g,fu_g,term_Vd,fu_Vd,term_Vg,fu_Vg,chck2,notes,therapy_bucket,norm_rescale_factor,norm_rescaled,transcription_corrected,row_score,fam_pref,sigma_F_imputed,term_g_used,term_g_derived,final_scale,unit_role,exclusion_reason,implied_dist_m,age_sd_imputed,dose_imputed,pooled_sd_metadata
284,85,kwakkel/kwakkel1999/2002,kwakkel/kwakkel,1999/2002,ctrl,186,conventional therapy,http://www.ncbi.nlm.nih.gov/pubmed/10421300,netherlands,,amsterdam,73.5,73.5,73.5,2.0,140.0,364.0,64.1,15.0,7.5,<90days,0.02,1,,26,,,,,,,,,,,15.0,,,,,,,,,4.8,3.0,10mwt SSV,le,,speed,lohse,0.0,1.0,37,0.0,0.0,,37.0,0.37,0.41,,,37.0,0.53,0.44,0.5,0.37,0.41,0.53,0.44,0.902439024,1.204545455,0.979020979,0.883506737,1.17927527,0.038032381,0.046634186,0.036453356,0.044698031,Yes,0 SD at baseline; FU is added from Kwakkel et al 2002,Conventional / standard,1.0,False,False,7,3,False,0.883506737,False,Gait_speed,native,,10.0,False,False,0.28991378028648446
285,85,kwakkel/kwakkel1999/2002,kwakkel/kwakkel,1999/2002,exp,187,arm intensive therapy + CPT,http://www.ncbi.nlm.nih.gov/pubmed/10421300,netherlands,,amsterdam,114.5,114.5,114.5,2.0,140.0,364.0,69.0,9.8,7.2,<90days,0.02,1,,27,,,,,,,,,,,15.0,,,,,,,,,4.4,4.0,10mwt SSV,le,,speed,lohse,0.0,1.0,33,0.0,0.0,,33.0,0.55,0.46,,,33.0,0.59,0.44,0.5,0.55,0.46,0.59,0.44,1.195652174,1.340909091,0.976377953,1.167408422,1.309234073,0.051963396,0.057546018,0.049537428,0.054859419,Yes,0 SD at baseline; FU is added from Kwakkel et al 2002,FES / e-stim,1.0,False,False,7,3,False,1.167408422,False,Gait_speed,native,,10.0,False,False,0.3252691193458119
286,85,kwakkel/kwakkel1999/2002,kwakkel/kwakkel,1999/2002,exp,188,leg intensive therapy + CPT,http://www.ncbi.nlm.nih.gov/pubmed/10421300,netherlands,,amsterdam,117.17,117.17,117.17,2.0,140.0,364.0,64.5,9.7,7.0,<90days,0.02,1,,27,,,,,,,,,,,15.0,,,,,,,,,4.0,5.0,10mwt SSV,le,,speed,lohse,0.0,1.0,31,0.0,0.0,,31.0,0.65,0.46,,,31.0,0.64,0.46,0.5,0.65,0.46,0.64,0.46,1.413043478,1.391304348,0.974789916,1.377420533,1.356229448,0.064462772,0.06347948,0.061253518,0.060319179,Yes,0 SD at baseline; FU is added from Kwakkel et al 2002,FES / e-stim,1.0,False,False,7,3,False,1.377420533,False,Gait_speed,native,,10.0,False,False,0.3252691193458119
304,90,lau2011,lau,2011,ctrl,197,gait training on the treadmill at steady speed,http://www.ncbi.nlm.nih.gov/pubmed/21698340,china,,hong kong,20.0,20.0,20.0,1.0,14.0,,72.1,10.125,12.7,<90days,0.034794521,0,,>23,,,,,,,,,,,,,,,,0 or 1,,,,,2.0,10mwt SSV,le,,speed,lohse,0.0,0.0,15,0.3,0.19,,13.0,0.52,0.21,,,,,,0.5,0.22,0.199480093,,0.19,1.102866939,,0.945454545,1.04271056,,0.107210516,,0.095833797,,,,Treadmill / BWSTT,1.0,False,False,7,3,False,1.04271056,False,Gait_speed,native,,10.0,True,False,0.20024984394500786
305,90,lau2011,lau,2011,exp,198,progressive increases in treadmill speed within a session,http://www.ncbi.nlm.nih.gov/pubmed/21698340,china,,hong kong,20.0,20.0,20.0,1.0,14.0,,69.5,10.125,12.9,<90days,0.035342466,0,,>23,,,,,,,,,,,,,,,,0 or 1,,,,,2.0,10mwt SSV,le,,speed,lohse,0.0,0.0,15,0.28,0.19,,13.0,0.64,0.32,,,,,,0.5,0.36,0.258263431,,0.19,1.393925567,,0.945454545,1.317893263,,0.131434283,,0.117487042,,,,Treadmill / BWSTT,1.0,False,False,7,3,False,1.317893263,False,Gait_speed,native,,10.0,True,False,0.26315394733881536
306,91,laufer2001,laufer,2001,ctrl,199,CPT with overground walking,http://www.ncbi.nlm.nih.gov/pubmed/11322472,israel,,haifa,,17.7,,,21.0,,69.3,8.100000000000001,35.8,<90days,0.098082192,1,,,,,,,1.92,,,,,,,,,,,,,,,,2.0,gait speed,le,,speed,lohse,0.0,0.0,14,0.18,0.16,,12.0,0.33,0.24,,,,,,0.5,0.15,0.200665559,,0.16,0.747512431,,0.941176471,0.703541111,,0.091384816,,0.080949871,,,,Overground / gait training,1.0,False,False,7,3,False,0.703541111,False,Gait_speed,native,,10.0,True,True,0.2039607805437114
307,91,laufer2001,laufer,2001,exp,200,CPT with treadmill training,http://www.ncbi.nlm.nih.gov/pubmed/11322472,israel,,haifa,,17.05,,,21.0,,66.6,10.125,32.6,<90days,0.089315068,1,,,,,,,2.18,,,,,,,,,,,,,,,,2.0,gait speed,le,,speed,lohse,0.0,0.0,15,0.2,0.12,,13.0,0.47,0.4,,,,,,0.5,0.27,0.285657137,,0.12,0.945189057,,0.945454545,0.89363329,,0.096446078,,0.086211635,,,,Treadmill / BWSTT,1.0,False,False,7,3,False,0.89363329,False,Gait_speed,native,,10.0,True,True,0.295296461204668
324,95,lin2007,lin,2007,ctrl,209,standard care,http://www.ncbi.nlm.nih.gov/pubmed/18042603,taiwan,,taoyuan,30.0,30.0,30.0,1.0,21.0,,58.77,9.4,498.3,>1year,1.365205479,0,,86.5,,102,4.5,,,,,,,,,,,,,0.32,,,,,2.0,fim,,,,lohse,0.0,0.0,15,102.0,17.8,,15.0,105.67,15.85,,,,,,0.5,3.67,16.85322669,,17.8,0.217762454,,0.945454545,0.205884502,,0.06824735,,0.061005234,,Yes,,Conventional / standard,1.0,False,False,7,2,False,0.205884502,False,FIM_Total,native,,,True,False,16.85322669401916
325,95,lin2007,lin,2007,exp,210,mCIMT,http://www.ncbi.nlm.nih.gov/pubmed/18042603,taiwan,,taoyuan,105.0,75.0,30.0,1.0,21.0,,57.11,9.645,479.1,>1year,1.31260274,0,,84.7,,104,4.5,,,,,,,,,,,,,0.41,,,,,0.0,fim,,,,lohse,0.0,0.0,17,104.0,13.6,,17.0,113.6,10.55,,,,,,0.5,9.6,12.17091821,,13.6,0.788765468,,0.952380952,0.751205208,,0.077122087,,0.069952007,,Yes,,CIMT,1.0,False,False,7,2,False,0.751205208,False,FIM_Total,native,,,True,False,12.170918206939032
360,108,moore2010,moore,2010,ctrl,237,CPT up to the crossover point,http://www.ncbi.nlm.nih.gov/pubmed/19910547,usa,IL,chicago,,20.0,,4.0,28.0,,50.0,15.0,390.0,>1year,1.068493151,1,,,,,,,,,,,43.0,,,,,,,,,,,,0.0,10mwt SSV,le,,speed,lohse,0.0,0.0,10,0.53,0.22,,10.0,0.58,0.23,,,,,,0.5,0.05,0.225055549,,0.22,0.222167373,,0.914285714,0.203124455,,0.102467917,,0.085654814,,,,Conventional / standard,1.0,False,False,7,3,False,0.203124455,False,Gait_speed,native,,10.0,False,True,0.22505554869853797
361,108,moore2010,moore,2010,exp,238,intensive locomotor therapy up to crossover point,http://www.ncbi.nlm.nih.gov/pubmed/19910547,usa,IL,chicago,,14.5,,4.0,28.0,,50.0,15.0,390.0,>1year,1.068493151,1,,,,,,,,,,,43.0,,,,,,,,,,,,0.0,10mwt SSV,le,,speed,lohse,0.0,0.0,10,0.58,0.27,,10.0,0.63,0.3,,,,,,0.5,0.05,0.285394464,,0.27,0.17519611,,0.914285714,0.160179301,,0.101534684,,0.084874707,,,,FES / e-stim,1.0,False,False,7,3,False,0.160179301,False,Gait_speed,native,,10.0,False,True,0.2853944638566067
372,110,morone2011,morone,2011,ctrl,241,CPT for the low motricity group,http://www.ncbi.nlm.nih.gov/pubmed/21444654,italy,,rome,60.0,60.0,60.0,1.0,28.0,100.0,60.17,17.43,20.0,<90days,0.054794521,1,,>24,,,,,0,,,16.25,,,,,,,,1.67,,,,,7.0,fac,le,,,lohse,1.0,1.0,12,0.0,0.39,,12.0,1.2,0.8,,,12.0,2.05,1.15,0.5,1.2,0.629325035,2.05,0.858661749,1.906804803,2.387436032,0.930232558,1.77377191,2.220870727,0.234829357,0.320827117,0.203205501,0.277622167,,,Conventional / standard,1.0,False,False,7,3,False,1.77377191,False,Gait_FAC,native,,,False,False,0.6293250352560273
